x_sf,y_sf,x_nyc,y_nyc,x_london,y_london,x_moscow,y_moscow,x_delhi,y_delhi,x_manilla,y_manilla
8.8881829761763,36.8304616445675,13.7452611317342,99.4375856304541,18.5779831625898,42.3053623344749,23.0881247900297,42.4298774059862,22.6130266778175,66.6337358418386,22.1914182644856,19.0861580492929
11.2015352274793,34.1375833372585,13.9524079234824,103.43149576569,20.1283520430876,44.4549318987411,0.302539449762238,69.3336247443222,23.0313683495754,33.342689690413,1.43089668685955,55.1664611075539
12.3050430318508,32.3497998770326,14.7064305730537,62.684546507895,20.780867864888,32.7881064410321,0.525742131928732,31.8352572529111,2.61661832805859,37.4789468161762,1.52459773298545,22.8555239497218
13.184017964381,31.7467532604933,14.5848326942078,82.3109698519111,20.6705089866983,18.8770390779246,0.659457176806729,38.2866447858978,2.65485367246376,38.269469631603,3.42519375633561,57.9294182884041
13.4454135979436,27.7405695430934,16.2612765702872,67.2675796828698,20.9393795292962,12.177584808087,0.939857296340859,55.9883132809773,1.89801083003657,44.8085914435796,4.37508936488763,45.2079284763895
13.8404543320752,47.9491125121713,16.9824821437783,148.878599028802,20.9831480268691,64.8434182915371,0.73899152612363,36.5860991971567,2.45342483673535,58.9135703388602,4.89575453905538,64.0694378118496
13.8630974029594,29.0426785503514,17.4846028407467,106.091609447263,21.7754691452067,42.7104112263769,1.11164139222434,24.0134690206032,2.76228817245543,75.699525780743,5.01855618829781,59.7790093808435
13.8057852084855,44.0699753153604,17.6103861952236,67.4847167709377,21.7893994645165,48.5675202920102,1.07378300708701,51.3060595938005,3.20886764906833,41.1299165426753,5.0436756184897,24.7610160917975
14.4175019761938,29.1680800444447,17.9875826552003,16.9418607989792,22.0154787781237,47.8281344675925,1.74391971561725,28.3165837707929,3.35531105896968,50.2880866013002,5.27993846961839,17.3150399466977
15.1446850062692,61.4775225790218,18.4786515327277,103.068385414546,23.0140763472731,32.9024220316205,1.78152044698544,88.0388841419481,3.44202715140378,82.2427561737131,5.31051249483413,60.6564423611853
15.1163243036995,33.1175146477763,18.2752365793961,47.4886926903855,23.4150026451175,34.8876487712841,1.86309249069705,89.4583088194486,4.24340009924044,41.04332252522,5.46247128577332,48.8009740216658
15.0807577170196,40.3436195829418,18.3258367262893,46.7563925536815,23.5213229376463,59.8941360991448,2.2924349187455,38.7551119518466,4.57721294258992,64.974846075289,5.84663713846556,28.748224083567
15.4529819709423,42.1553748936858,18.5240896701856,117.971221983898,22.8625089797549,42.3100724553224,2.61588434553056,27.139059512876,4.12664006431469,65.5554683071095,6.06814033574851,69.9420367775019
15.2906639120664,67.0727683936711,18.5678769235846,152.196201551938,23.5244811631232,64.0035972259939,2.89955546831037,29.4128084955737,5.13090018737202,75.8166801154148,5.91999225827537,51.2422019746155
